M̩todo,Protocol,IP_Destino,Hop,IP,AS,Attempt,TX_Time,RTT,Probe_Size,Reply_TTL,Reply_Size,Reply_IPID,Reply_TOS,ICMP_Type,ICMP_Code,Query_TTL,Query_Len,Query_TOS,Flags,Flags_Description
udp,UDP,5.161.76.19,1.0,192.168.1.1,IP Privada,1.0,0.000163,0.00045,44.0,64.0,72.0,0x7ad2,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.050745,0.003757,44.0,254.0,56.0,0x0183,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,3.0,10.50.3.21,IP Privada,1.0,0.100706,0.004116,44.0,253.0,56.0,0x00cb,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,4.0,10.50.3.10,IP Privada,1.0,0.150013,0.004377,44.0,252.0,56.0,0x020b,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,7.0,213.140.43.234,"AS12956 - TELXIUS TELXIUS Cable, ES",2.0,25.220684,0.100576,44.0,249.0,96.0,0xa625,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,8.0,94.142.107.213,"AS12956 - TELXIUS TELXIUS Cable, ES",1.0,25.321317,0.099953,44.0,248.0,96.0,0x63f8,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,9.0,62.115.120.176,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,25.42133,0.143704,44.0,247.0,168.0,0x7141,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,10.0,62.115.123.125,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,25.56509,0.121724,44.0,248.0,96.0,0x7722,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,11.0,62.115.56.201,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,25.687109,0.133633,44.0,245.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,12.0,5.161.0.82,"AS213230 - HETZNER-CLOUD2-AS, DE",1.0,25.820799,0.133789,44.0,244.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,5.161.76.19,14.0,5.161.9.171,"AS213230 - HETZNER-CLOUD2-AS, DE",1.0,35.962704,0.142226,44.0,51.0,72.0,0xdc12,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,5.161.76.19,,,,,,,,,,,,,,,,,0x20, icmp-csum-dport 
icmp-paris,ICMP,5.161.76.19,1.0,192.168.1.1,IP Privada,1.0,1.3e-05,0.000449,44.0,64.0,72.0,0x7ad4,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,5.161.76.19,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.050645,0.005856,44.0,254.0,56.0,0x02c3,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,5.161.76.19,3.0,10.50.3.9,IP Privada,1.0,0.100624,0.004449,44.0,253.0,56.0,0x00fe,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,1.0,192.168.1.1,IP Privada,1.0,0.000132,0.000447,44.0,64.0,72.0,0x7ade,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.05074,0.004182,44.0,254.0,56.0,0x02d3,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,4.0,10.50.3.10,IP Privada,1.0,10.107443,0.005353,44.0,252.0,56.0,0x0023,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,7.0,5.53.3.176,"AS12956 - TELXIUS TELXIUS Cable, ES",1.0,30.173994,0.100334,44.0,250.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,9.0,212.133.24.90,"AS3356 - LEVEL3, US",1.0,40.282088,0.214522,44.0,245.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,11.0,193.191.3.86,"AS2611 - BELNET, BE",1.0,50.501574,0.221395,44.0,50.0,72.0,0xef54,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,130.104.228.159,16.0,130.104.228.159,"AS2611 - BELNET, BE",1.0,90.748147,0.219316,44.0,46.0,72.0,0x01a3,0x00,3.0,3.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
tcp,TCP,5.161.76.19,1.0,192.168.1.1,IP Privada,1.0,0.050185,0.000456,40.0,64.0,68.0,0x7ad3,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.100796,0.004893,40.0,254.0,56.0,0x01f8,0xc0,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,3.0,10.50.3.9,IP Privada,1.0,0.149818,0.012214,40.0,253.0,56.0,0x027d,0xc0,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,4.0,10.50.3.22,IP Privada,1.0,0.200256,0.004143,40.0,252.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,9.0,62.115.120.176,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,40.256041,0.26682,40.0,245.0,168.0,0x478f,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,10.0,62.115.123.125,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,40.522962,0.127282,40.0,248.0,96.0,0xc5f8,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,11.0,62.115.56.201,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,40.650309,0.132849,40.0,245.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,12.0,5.161.0.82,"AS213230 - HETZNER-CLOUD2-AS, DE",1.0,40.783303,0.133143,40.0,244.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
tcp,TCP,5.161.76.19,14.0,5.161.9.171,"AS213230 - HETZNER-CLOUD2-AS, DE",1.0,50.917692,0.141414,40.0,51.0,72.0,0xe928,0x00,11.0,0.0,1.0,44.0,0.0,0x14, dlrxts replyttl 
udp,UDP,185.131.204.20,1.0,192.168.1.1,IP Privada,1.0,9.2e-05,0.000449,44.0,64.0,72.0,0x7acc,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.050705,0.00436,44.0,254.0,56.0,0x03e8,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,3.0,10.50.3.21,IP Privada,2.0,5.10386,0.004987,44.0,253.0,56.0,0x03da,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,4.0,10.50.3.10,IP Privada,1.0,5.154068,0.004832,44.0,252.0,56.0,0x0261,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,7.0,213.140.43.206,"AS12956 - TELXIUS TELXIUS Cable, ES",1.0,25.218834,0.101094,44.0,249.0,96.0,0x828b,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,8.0,213.46.186.17,"AS6830 - LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",1.0,25.319994,0.100727,44.0,248.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,11.0,84.116.132.177,"AS6830 - LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",1.0,45.431989,0.23561,44.0,244.0,168.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,13.0,212.161.150.165,"AS6730 - SUNRISE, CH",1.0,55.671826,0.227529,44.0,243.0,168.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,15.0,84.20.39.214,"AS6730 - SUNRISE, CH",1.0,65.903836,0.240076,44.0,241.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,16.0,84.20.40.252,"AS6730 - SUNRISE, CH",1.0,66.144023,0.240054,44.0,240.0,56.0,0x1e69,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
udp,UDP,185.131.204.20,17.0,185.131.204.20,"AS6730 - SUNRISE, CH",1.0,66.384185,0.237322,44.0,48.0,72.0,0x710c,0x00,3.0,3.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
tcp-ack,TCP,80.77.4.60,1.0,192.168.1.1,IP Privada,1.0,0.050109,0.000766,40.0,64.0,68.0,0x7adc,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.100028,0.009243,40.0,254.0,56.0,0x00d6,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,3.0,10.50.3.9,IP Privada,1.0,0.150449,0.010663,40.0,253.0,56.0,0x0335,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,4.0,10.50.3.22,IP Privada,1.0,0.200314,0.003938,40.0,252.0,56.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,5.0,5.53.0.144,"AS12956 - TELXIUS TELXIUS Cable, ES",2.0,5.250401,0.012707,40.0,250.0,96.0,0x591a,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,7.0,213.140.43.206,"AS12956 - TELXIUS TELXIUS Cable, ES",2.0,20.302471,0.100273,40.0,249.0,96.0,0xe0af,0x00,11.0,0.0,1.0,40.0,32.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,9.0,62.115.120.176,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",2.0,35.405185,0.30805,40.0,245.0,168.0,0xf08d,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,10.0,62.115.136.200,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,35.713274,0.142451,40.0,244.0,168.0,0x482a,0x00,11.0,0.0,2.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,11.0,62.115.112.71,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,35.855777,0.137236,40.0,54.0,68.0,0xaecb,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,12.0,62.115.57.79,"AS1299 - TWELVE99 Arelion, fka Telia Carrier, SE",1.0,35.993085,0.144174,40.0,244.0,56.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,13.0,85.95.26.222,"AS15412 - FLAG-AS Flag Telecom Global Internet AS, GB",1.0,36.137333,0.329766,40.0,240.0,168.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,14.0,62.216.128.214,"AS15412 - FLAG-AS Flag Telecom Global Internet AS, GB",1.0,36.467179,0.327026,40.0,241.0,168.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,15.0,85.95.26.161,"AS15412 - FLAG-AS Flag Telecom Global Internet AS, GB",1.0,36.794259,0.32443,40.0,244.0,168.0,0xb14a,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,80.77.4.60,16.0,62.216.134.210,"AS15412 - FLAG-AS Flag Telecom Global Internet AS, GB",1.0,37.118744,0.32429,40.0,244.0,56.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,1.0,192.168.1.1,IP Privada,1.0,0.050347,0.000367,40.0,64.0,68.0,0x7ad0,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.100917,0.003812,40.0,254.0,56.0,0x0095,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,3.0,10.50.3.21,IP Privada,1.0,0.150861,0.003103,40.0,253.0,56.0,0x00a6,0xc0,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,4.0,10.50.3.22,IP Privada,1.0,0.200065,0.003875,40.0,252.0,56.0,0x0000,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,5.0,5.53.0.144,"AS12956 - TELXIUS TELXIUS Cable, ES",1.0,0.250034,0.004479,40.0,250.0,96.0,0xaf30,0x00,11.0,0.0,1.0,40.0,0.0,0x14, dlrxts replyttl 
tcp-ack,TCP,185.131.204.20,7.0,213.140.43.234,"AS12956 - TELXIUS TELXIUS Cable, ES",2.0,15.302097,0.104083,40.0,249.0,96.0,0x102d,0x00,11.0,0.0,1.0,40.0,32.0,0x14, dlrxts replyttl 
icmp-paris,ICMP,185.131.204.20,,,,,,,,,,,,,,,,,0x20, icmp-csum-dport 
icmp-paris,ICMP,185.131.204.20,1.0,192.168.1.1,IP Privada,1.0,1.3e-05,0.00053,44.0,64.0,72.0,0x7ace,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.049681,0.005832,44.0,254.0,56.0,0x03dc,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,3.0,10.50.3.9,IP Privada,1.0,0.100683,0.003126,44.0,253.0,56.0,0x035b,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,4.0,10.50.3.22,IP Privada,1.0,0.149961,0.003747,44.0,252.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,7.0,213.140.43.234,"AS12956 - TELXIUS TELXIUS Cable, ES",1.0,20.211674,0.099926,44.0,249.0,96.0,0x2103,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,11.0,84.116.132.177,"AS6830 - LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",1.0,50.329784,0.235802,44.0,244.0,168.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,13.0,212.161.150.165,"AS6730 - SUNRISE, CH",1.0,60.570261,0.226674,44.0,243.0,168.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,15.0,84.20.39.214,"AS6730 - SUNRISE, CH",1.0,70.80425,0.239403,44.0,241.0,56.0,0x0000,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,16.0,84.20.40.252,"AS6730 - SUNRISE, CH",1.0,71.043738,0.23898,44.0,240.0,56.0,0x3ee8,0x00,11.0,0.0,1.0,44.0,32.0,0x11, sockrxts replyttl 
icmp-paris,ICMP,185.131.204.20,17.0,185.131.204.20,"AS6730 - SUNRISE, CH",1.0,71.282773,0.236262,44.0,48.0,44.0,0x45f8,0x00,,,,,,0x11, sockrxts replyttl 
icmp,ICMP,80.77.4.60,1.0,192.168.1.1,IP Privada,1.0,6e-06,0.000535,44.0,64.0,72.0,0x7ad7,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
icmp,ICMP,80.77.4.60,2.0,191.112.0.1,"AS7418 - TELEFONICA CHILE S.A., CL",1.0,0.050698,0.004794,44.0,254.0,56.0,0x03a8,0xc0,11.0,0.0,1.0,44.0,0.0,0x11, sockrxts replyttl 
