probe_size,start_time,src,node_ttl,tos,dst,reply_icmp_code,reply_ipid,link_count,probe_sent_sec,node_link_count,hop_addr,attempts,node_addr,reply_rtt,gaplimit,method,confidence,probe_attempt,probe_sent_usec,reply_icmp_type,probe_flowid,wait_timeout,reply_ttl,probe_ttl,node_count
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,644,2,1733575557,1,10.50.3.9,2,191.112.0.1,4.151,3,udp-dport,95,0,639613,11,33443,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,349,2,1733575557,1,10.50.3.9,2,191.112.0.1,4.385,3,udp-dport,95,0,890207,11,33444,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,233,2,1733575558,1,10.50.3.9,2,191.112.0.1,4.107,3,udp-dport,95,0,140994,11,33445,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,797,2,1733575558,1,10.50.3.9,2,191.112.0.1,3.747,3,udp-dport,95,0,391527,11,33435,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,851,2,1733575558,1,10.50.3.9,2,191.112.0.1,3.158,3,udp-dport,95,0,641634,11,33435,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,896,2,1733575558,1,10.50.3.9,2,191.112.0.1,3.703,3,udp-dport,95,0,892252,11,33435,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,948,2,1733575559,1,10.50.3.9,2,191.112.0.1,3.43,3,udp-dport,95,0,142324,11,33435,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,251,2,1733575550,1,10.50.3.21,2,191.112.0.1,17.103,3,udp-dport,95,1,880156,11,33436,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,782,2,1733575551,1,10.50.3.21,2,191.112.0.1,4.515,3,udp-dport,95,0,130693,11,33437,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,923,2,1733575556,1,10.50.3.21,2,191.112.0.1,4.447,3,udp-dport,95,1,636405,11,33439,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,112,2,1733575556,1,10.50.3.21,2,191.112.0.1,3.412,3,udp-dport,95,0,887290,11,33440,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,8,2,1733575557,1,10.50.3.21,2,191.112.0.1,3.614,3,udp-dport,95,0,138137,11,33441,5,253,3,2
44,2024-12-07 09:45:43,192.168.1.27,1,0,130.104.228.159,0,1001,2,1733575559,1,10.50.3.21,2,191.112.0.1,3.611,3,udp-dport,95,0,393240,11,33435,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,147,2,1733576473,1,191.112.0.1,2,192.168.1.1,4.636,3,udp-dport,95,0,637092,11,33435,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,156,2,1733576473,1,191.112.0.1,2,192.168.1.1,4.219,3,udp-dport,95,0,887106,11,33436,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,159,2,1733576474,1,191.112.0.1,2,192.168.1.1,7.959,3,udp-dport,95,0,137719,11,33437,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,161,2,1733576474,1,191.112.0.1,2,192.168.1.1,4.409,3,udp-dport,95,0,388007,11,33438,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,163,2,1733576474,1,191.112.0.1,2,192.168.1.1,6.497,3,udp-dport,95,0,638859,11,33439,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,166,2,1733576474,1,191.112.0.1,2,192.168.1.1,5.517,3,udp-dport,95,0,889721,11,33440,5,254,2,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,182,2,1733576475,1,10.50.3.9,2,191.112.0.1,3.673,3,udp-dport,95,0,140678,11,33435,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,157,2,1733576475,1,10.50.3.9,2,191.112.0.1,2.741,3,udp-dport,95,0,390709,11,33436,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,328,2,1733576501,1,10.50.3.9,2,191.112.0.1,3.925,3,udp-dport,95,0,162582,11,33441,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,432,2,1733576501,1,10.50.3.9,2,191.112.0.1,9.074,3,udp-dport,95,0,662945,11,33443,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,471,2,1733576501,1,10.50.3.9,2,191.112.0.1,5.054,3,udp-dport,95,0,913456,11,33444,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,126,2,1733576502,1,10.50.3.9,2,191.112.0.1,4.819,3,udp-dport,95,0,414206,11,33446,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,434,2,1733576502,1,10.50.3.9,2,191.112.0.1,4.599,3,udp-dport,95,0,664367,11,33447,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,632,2,1733576480,1,10.50.3.21,2,191.112.0.1,3.976,3,udp-dport,95,1,644886,11,33437,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,946,2,1733576490,1,10.50.3.21,2,191.112.0.1,7.589,3,udp-dport,95,0,903380,11,33439,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,377,2,1733576501,1,10.50.3.21,2,191.112.0.1,19.658,3,udp-dport,95,0,412874,11,33442,5,253,3,2
44,2024-12-07 10:01:13,192.168.1.27,1,0,5.161.76.19,0,528,2,1733576502,1,10.50.3.21,2,191.112.0.1,4.886,3,udp-dport,95,0,163943,11,33445,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,942,2,1733575623,1,191.112.0.1,2,192.168.1.1,5.744,3,icmp-echo,95,0,276882,11,1,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,946,2,1733575623,1,191.112.0.1,2,192.168.1.1,4.391,3,icmp-echo,95,0,527025,11,2,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,947,2,1733575623,1,191.112.0.1,2,192.168.1.1,4.684,3,icmp-echo,95,0,777826,11,3,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,954,2,1733575624,1,191.112.0.1,2,192.168.1.1,4.853,3,icmp-echo,95,0,27865,11,4,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,959,2,1733575624,1,191.112.0.1,2,192.168.1.1,3.852,3,icmp-echo,95,0,278073,11,5,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,967,2,1733575624,1,191.112.0.1,2,192.168.1.1,4.476,3,icmp-echo,95,0,528280,11,6,5,254,2,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,658,2,1733575624,1,10.50.3.9,2,191.112.0.1,3.196,3,icmp-echo,95,0,779148,11,1,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,724,2,1733575625,1,10.50.3.9,2,191.112.0.1,12.818,3,icmp-echo,95,0,29716,11,2,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,862,2,1733575625,1,10.50.3.9,2,191.112.0.1,4.207,3,icmp-echo,95,0,530757,11,4,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,929,2,1733575625,1,10.50.3.9,2,191.112.0.1,4.513,3,icmp-echo,95,0,781319,11,5,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,1002,2,1733575626,1,10.50.3.9,2,191.112.0.1,3.742,3,icmp-echo,95,0,32189,11,6,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,41,2,1733575626,1,10.50.3.9,2,191.112.0.1,4.388,3,icmp-echo,95,0,283121,11,7,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,173,2,1733575626,1,10.50.3.9,2,191.112.0.1,3.742,3,icmp-echo,95,0,784579,11,9,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,290,2,1733575627,1,10.50.3.9,2,191.112.0.1,3.991,3,icmp-echo,95,0,285298,11,11,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,791,2,1733575625,1,10.50.3.21,2,191.112.0.1,3.584,3,icmp-echo,95,0,279815,11,3,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,104,2,1733575626,1,10.50.3.21,2,191.112.0.1,12.35,3,icmp-echo,95,0,533877,11,8,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,235,2,1733575627,1,10.50.3.21,2,191.112.0.1,3.337,3,icmp-echo,95,0,34616,11,10,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,376,2,1733575627,1,10.50.3.21,2,191.112.0.1,4.315,3,icmp-echo,95,0,535634,11,1,5,253,3,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,71,2,1733575627,1,10.50.3.10,2,191.112.0.1,3.956,3,icmp-echo,95,0,786306,11,1,5,252,4,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,160,2,1733575628,1,10.50.3.10,2,191.112.0.1,3.173,3,icmp-echo,95,0,36555,11,2,5,252,4,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,24,2,1733575643,1,10.50.3.10,2,191.112.0.1,4.239,3,icmp-echo,95,1,299216,11,4,5,252,4,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,88,2,1733575643,1,10.50.3.10,2,191.112.0.1,4.024,3,icmp-echo,95,0,549805,11,5,5,252,4,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,164,2,1733575643,1,10.50.3.10,2,191.112.0.1,4.23,3,icmp-echo,95,0,800169,11,6,5,252,4,2
44,2024-12-07 09:47:03,192.168.1.27,1,0,130.104.228.159,0,265,2,1733575644,1,10.50.3.10,2,191.112.0.1,4.093,3,icmp-echo,95,0,50744,11,7,5,252,4,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,903,2,1733577167,1,191.112.0.1,2,192.168.1.1,5.01,3,udp-dport,95,0,481172,11,33435,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,910,2,1733577167,1,191.112.0.1,2,192.168.1.1,4.748,3,udp-dport,95,0,731574,11,33436,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,921,2,1733577167,1,191.112.0.1,2,192.168.1.1,11.326,3,udp-dport,95,0,981630,11,33437,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,932,2,1733577168,1,191.112.0.1,2,192.168.1.1,3.836,3,udp-dport,95,0,232131,11,33438,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,946,2,1733577168,1,191.112.0.1,2,192.168.1.1,4.247,3,udp-dport,95,0,482333,11,33439,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,954,2,1733577168,1,191.112.0.1,2,192.168.1.1,4.174,3,udp-dport,95,0,733025,11,33440,5,254,2,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,84,2,1733577179,1,10.50.3.9,2,191.112.0.1,24.988,3,udp-dport,95,0,491743,11,33438,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,561,2,1733577179,1,10.50.3.9,2,191.112.0.1,3.956,3,udp-dport,95,0,742147,11,33439,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,614,2,1733577180,1,10.50.3.9,2,191.112.0.1,3.601,3,udp-dport,95,0,243031,11,33441,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,619,2,1733577191,1,10.50.3.9,2,191.112.0.1,4.285,3,udp-dport,95,0,3289,11,33445,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,614,2,1733577168,1,10.50.3.21,2,191.112.0.1,4.966,3,udp-dport,95,0,983625,11,33435,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,28,2,1733577179,1,10.50.3.21,2,191.112.0.1,4.541,3,udp-dport,95,0,240834,11,33437,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,212,2,1733577179,1,10.50.3.21,2,191.112.0.1,3.16,3,udp-dport,95,0,992497,11,33440,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,41,2,1733577190,1,10.50.3.21,2,191.112.0.1,3.204,3,udp-dport,95,0,502141,11,33443,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,88,2,1733577190,1,10.50.3.21,2,191.112.0.1,4.142,3,udp-dport,95,0,752761,11,33444,5,253,3,2
44,2024-12-07 10:12:47,192.168.1.27,1,0,80.77.4.60,0,48,2,1733577191,1,10.50.3.21,2,191.112.0.1,13.572,3,udp-dport,95,0,254019,11,33446,5,253,3,2
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,916,5,1733576461,1,191.112.0.1,2,192.168.1.1,4.381,3,tcp-ack-sport,95,0,17261,11,37654,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,923,5,1733576461,1,191.112.0.1,2,192.168.1.1,4.672,3,tcp-ack-sport,95,0,268036,11,37655,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,931,5,1733576461,1,191.112.0.1,2,192.168.1.1,4.399,3,tcp-ack-sport,95,0,518430,11,37656,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,938,5,1733576461,1,191.112.0.1,2,192.168.1.1,4.603,3,tcp-ack-sport,95,0,769150,11,37657,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,948,5,1733576462,1,191.112.0.1,2,192.168.1.1,4.887,3,tcp-ack-sport,95,0,19921,11,37658,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,953,5,1733576462,1,191.112.0.1,2,192.168.1.1,4.216,3,tcp-ack-sport,95,0,270093,11,37659,5,254,2,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,244,5,1733576462,2,10.50.3.9,2,191.112.0.1,3.388,3,tcp-ack-sport,95,0,771376,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,315,5,1733576463,2,10.50.3.9,2,191.112.0.1,3.834,3,tcp-ack-sport,95,0,21473,11,37656,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,370,5,1733576463,2,10.50.3.9,2,191.112.0.1,4.182,3,tcp-ack-sport,95,0,271663,11,37657,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,415,5,1733576463,2,10.50.3.9,2,191.112.0.1,4.267,3,tcp-ack-sport,95,0,522679,11,37658,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,468,5,1733576463,2,10.50.3.9,2,191.112.0.1,3.507,3,tcp-ack-sport,95,0,773399,11,37659,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,856,5,1733576464,2,10.50.3.9,2,191.112.0.1,3.81,3,tcp-ack-sport,95,0,525496,11,37662,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,805,5,1733576465,2,10.50.3.9,2,191.112.0.1,4.29,3,tcp-ack-sport,95,0,276687,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,871,5,1733576465,2,10.50.3.9,2,191.112.0.1,4.22,3,tcp-ack-sport,95,0,527661,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,941,5,1733576465,2,10.50.3.9,2,191.112.0.1,4.164,3,tcp-ack-sport,95,0,778271,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,997,5,1733576466,2,10.50.3.9,2,191.112.0.1,4.833,3,tcp-ack-sport,95,0,29320,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,28,5,1733576466,2,10.50.3.9,2,191.112.0.1,4.475,3,tcp-ack-sport,95,0,279519,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,89,5,1733576466,2,10.50.3.9,2,191.112.0.1,4.684,3,tcp-ack-sport,95,0,530546,11,37655,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,173,5,1733576462,2,10.50.3.21,2,191.112.0.1,4.12,3,tcp-ack-sport,95,0,520822,11,37654,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,878,5,1733576464,2,10.50.3.21,2,191.112.0.1,4.344,3,tcp-ack-sport,95,0,24091,11,37660,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,964,5,1733576464,2,10.50.3.21,2,191.112.0.1,4.871,3,tcp-ack-sport,95,0,274458,11,37661,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,898,5,1733576464,2,10.50.3.21,2,191.112.0.1,4.861,3,tcp-ack-sport,95,0,775664,11,37663,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,746,5,1733576465,2,10.50.3.21,2,191.112.0.1,4.683,3,tcp-ack-sport,95,0,26627,11,37664,5,253,3,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,656,5,1733576467,2,10.50.3.10,2,10.50.3.21,3.73,3,tcp-ack-sport,95,0,32494,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,695,5,1733576467,2,10.50.3.10,2,10.50.3.21,4.588,3,tcp-ack-sport,95,0,282534,11,37661,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,737,5,1733576467,2,10.50.3.10,2,10.50.3.21,4.426,3,tcp-ack-sport,95,0,532753,11,37663,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,32,5,1733576467,2,10.50.3.10,2,10.50.3.21,4.248,3,tcp-ack-sport,95,0,783542,11,37664,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,195,5,1733576469,2,10.50.3.10,2,10.50.3.21,4.336,3,tcp-ack-sport,95,0,286374,11,37668,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,316,5,1733576469,2,10.50.3.10,2,10.50.3.21,4.211,3,tcp-ack-sport,95,0,787550,11,37669,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,690,5,1733576470,2,10.50.3.10,2,10.50.3.21,4.591,3,tcp-ack-sport,95,0,288277,11,37670,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,595,5,1733576470,2,10.50.3.10,2,10.50.3.21,4.645,3,tcp-ack-sport,95,0,789064,11,37671,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,724,5,1733576471,2,10.50.3.10,2,10.50.3.21,4.83,3,tcp-ack-sport,95,0,290066,11,37672,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,778,5,1733576471,2,10.50.3.10,2,10.50.3.21,2.145,3,tcp-ack-sport,95,0,541073,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,857,5,1733576471,2,10.50.3.10,2,10.50.3.21,4.653,3,tcp-ack-sport,95,0,791134,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,933,5,1733576472,2,10.50.3.10,2,10.50.3.21,4.454,3,tcp-ack-sport,95,0,41235,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,988,5,1733576472,2,10.50.3.10,2,10.50.3.21,4.553,3,tcp-ack-sport,95,0,292231,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,32,5,1733576472,2,10.50.3.10,2,10.50.3.21,4.258,3,tcp-ack-sport,95,0,542421,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,106,5,1733576472,2,10.50.3.10,2,10.50.3.21,4.56,3,tcp-ack-sport,95,0,793045,11,37660,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,0,5,1733576466,2,10.50.3.22,2,10.50.3.21,5.05,3,tcp-ack-sport,95,0,781611,11,37654,5,252,4,6
40,2024-12-07 10:01:00,192.168.1.27,1,0,185.131.204.20,0,0,5,1733576468,2,10.50.3.22,2,10.50.3.21,4.572,3,tcp-ack-sport,95,0,785428,11,37667,5,252,4,6
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,114,3,1733577265,1,191.112.0.1,2,192.168.1.1,5.776,3,icmp-echo,95,0,642365,11,1,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,115,3,1733577265,1,191.112.0.1,2,192.168.1.1,4.12,3,icmp-echo,95,0,892439,11,2,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,126,3,1733577266,1,191.112.0.1,2,192.168.1.1,7.86,3,icmp-echo,95,0,142915,11,3,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,130,3,1733577266,1,191.112.0.1,2,192.168.1.1,4.718,3,icmp-echo,95,0,393098,11,4,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,134,3,1733577266,1,191.112.0.1,2,192.168.1.1,4.443,3,icmp-echo,95,0,644129,11,5,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,137,3,1733577266,1,191.112.0.1,2,192.168.1.1,4.09,3,icmp-echo,95,0,894946,11,6,5,254,2,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,124,3,1733577267,1,10.50.3.9,2,191.112.0.1,3.113,3,icmp-echo,95,0,647402,11,3,5,253,3,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,165,3,1733577267,1,10.50.3.9,2,191.112.0.1,2.347,3,icmp-echo,95,0,897884,11,4,5,253,3,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,421,3,1733577268,1,10.50.3.9,2,191.112.0.1,29.783,3,icmp-echo,95,0,900474,11,8,5,253,3,3
44,2024-12-07 10:14:25,192.168.1.27,1,0,80.77.4.60,0,514,3,1733577269,1,10.50.3.9,2,191.112.0.1,2.637,3,icmp-echo,95,0,400942,11,10,5,253,3,3
