sport,wait_timeout,node_ttl,probe_size,reply_icmp_type,reply_icmp_code,reply_ipid,tos,node_link_count,proto,probe_sent_usec,probe_flowid,probe_attempt,reply_ttl,method,probe_sent_sec,stime,dst,hop_addr,probe_ttl,node_addr,dport,link_count,gaplimit,src,node_count,attempts,reply_rtt,confidence
62062,5,1,44,11,0,644,0,1,N/A,639613,33443,0,253,udp-dport,1733575557,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.151,95
62062,5,1,44,11,0,349,0,1,N/A,890207,33444,0,253,udp-dport,1733575557,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.385,95
62062,5,1,44,11,0,233,0,1,N/A,140994,33445,0,253,udp-dport,1733575558,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.107,95
62062,5,1,44,11,0,797,0,1,N/A,391527,33435,0,253,udp-dport,1733575558,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.747,95
62062,5,1,44,11,0,851,0,1,N/A,641634,33435,0,253,udp-dport,1733575558,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.158,95
62062,5,1,44,11,0,896,0,1,N/A,892252,33435,0,253,udp-dport,1733575558,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.703,95
62062,5,1,44,11,0,948,0,1,N/A,142324,33435,0,253,udp-dport,1733575559,2024-12-07 09:45:43,130.104.228.159,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.43,95
62062,5,1,44,11,0,251,0,1,N/A,880156,33436,1,253,udp-dport,1733575550,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,17.103,95
62062,5,1,44,11,0,782,0,1,N/A,130693,33437,0,253,udp-dport,1733575551,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.515,95
62062,5,1,44,11,0,923,0,1,N/A,636405,33439,1,253,udp-dport,1733575556,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.447,95
62062,5,1,44,11,0,112,0,1,N/A,887290,33440,0,253,udp-dport,1733575556,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.412,95
62062,5,1,44,11,0,8,0,1,N/A,138137,33441,0,253,udp-dport,1733575557,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.614,95
62062,5,1,44,11,0,1001,0,1,N/A,393240,33435,0,253,udp-dport,1733575559,2024-12-07 09:45:43,130.104.228.159,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.611,95
37788,5,1,44,11,0,147,0,1,N/A,637092,33435,0,254,udp-dport,1733576473,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.636,95
37788,5,1,44,11,0,156,0,1,N/A,887106,33436,0,254,udp-dport,1733576473,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.219,95
37788,5,1,44,11,0,159,0,1,N/A,137719,33437,0,254,udp-dport,1733576474,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,7.959,95
37788,5,1,44,11,0,161,0,1,N/A,388007,33438,0,254,udp-dport,1733576474,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.409,95
37788,5,1,44,11,0,163,0,1,N/A,638859,33439,0,254,udp-dport,1733576474,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,6.497,95
37788,5,1,44,11,0,166,0,1,N/A,889721,33440,0,254,udp-dport,1733576474,2024-12-07 10:01:13,5.161.76.19,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,5.517,95
37788,5,1,44,11,0,182,0,1,N/A,140678,33435,0,253,udp-dport,1733576475,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.673,95
37788,5,1,44,11,0,157,0,1,N/A,390709,33436,0,253,udp-dport,1733576475,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,2.741,95
37788,5,1,44,11,0,328,0,1,N/A,162582,33441,0,253,udp-dport,1733576501,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.925,95
37788,5,1,44,11,0,432,0,1,N/A,662945,33443,0,253,udp-dport,1733576501,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,9.074,95
37788,5,1,44,11,0,471,0,1,N/A,913456,33444,0,253,udp-dport,1733576501,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,5.054,95
37788,5,1,44,11,0,126,0,1,N/A,414206,33446,0,253,udp-dport,1733576502,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.819,95
37788,5,1,44,11,0,434,0,1,N/A,664367,33447,0,253,udp-dport,1733576502,2024-12-07 10:01:13,5.161.76.19,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.599,95
37788,5,1,44,11,0,632,0,1,N/A,644886,33437,1,253,udp-dport,1733576480,2024-12-07 10:01:13,5.161.76.19,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.976,95
37788,5,1,44,11,0,946,0,1,N/A,903380,33439,0,253,udp-dport,1733576490,2024-12-07 10:01:13,5.161.76.19,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,7.589,95
37788,5,1,44,11,0,377,0,1,N/A,412874,33442,0,253,udp-dport,1733576501,2024-12-07 10:01:13,5.161.76.19,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,19.658,95
37788,5,1,44,11,0,528,0,1,N/A,163943,33445,0,253,udp-dport,1733576502,2024-12-07 10:01:13,5.161.76.19,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.886,95
N/A,5,1,44,11,0,942,0,1,N/A,276882,1,0,254,icmp-echo,1733575623,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,5.744,95
N/A,5,1,44,11,0,946,0,1,N/A,527025,2,0,254,icmp-echo,1733575623,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,4.391,95
N/A,5,1,44,11,0,947,0,1,N/A,777826,3,0,254,icmp-echo,1733575623,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,4.684,95
N/A,5,1,44,11,0,954,0,1,N/A,27865,4,0,254,icmp-echo,1733575624,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,4.853,95
N/A,5,1,44,11,0,959,0,1,N/A,278073,5,0,254,icmp-echo,1733575624,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,3.852,95
N/A,5,1,44,11,0,967,0,1,N/A,528280,6,0,254,icmp-echo,1733575624,2024-12-07 09:47:03,130.104.228.159,191.112.0.1,2,192.168.1.1,N/A,2,3,192.168.1.27,2,2,4.476,95
N/A,5,1,44,11,0,658,0,1,N/A,779148,1,0,253,icmp-echo,1733575624,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.196,95
N/A,5,1,44,11,0,724,0,1,N/A,29716,2,0,253,icmp-echo,1733575625,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,12.818,95
N/A,5,1,44,11,0,862,0,1,N/A,530757,4,0,253,icmp-echo,1733575625,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.207,95
N/A,5,1,44,11,0,929,0,1,N/A,781319,5,0,253,icmp-echo,1733575625,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.513,95
N/A,5,1,44,11,0,1002,0,1,N/A,32189,6,0,253,icmp-echo,1733575626,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.742,95
N/A,5,1,44,11,0,41,0,1,N/A,283121,7,0,253,icmp-echo,1733575626,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.388,95
N/A,5,1,44,11,0,173,0,1,N/A,784579,9,0,253,icmp-echo,1733575626,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.742,95
N/A,5,1,44,11,0,290,0,1,N/A,285298,11,0,253,icmp-echo,1733575627,2024-12-07 09:47:03,130.104.228.159,10.50.3.9,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.991,95
N/A,5,1,44,11,0,791,0,1,N/A,279815,3,0,253,icmp-echo,1733575625,2024-12-07 09:47:03,130.104.228.159,10.50.3.21,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.584,95
N/A,5,1,44,11,0,104,0,1,N/A,533877,8,0,253,icmp-echo,1733575626,2024-12-07 09:47:03,130.104.228.159,10.50.3.21,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,12.35,95
N/A,5,1,44,11,0,235,0,1,N/A,34616,10,0,253,icmp-echo,1733575627,2024-12-07 09:47:03,130.104.228.159,10.50.3.21,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.337,95
N/A,5,1,44,11,0,376,0,1,N/A,535634,1,0,253,icmp-echo,1733575627,2024-12-07 09:47:03,130.104.228.159,10.50.3.21,3,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.315,95
N/A,5,1,44,11,0,71,0,1,N/A,786306,1,0,252,icmp-echo,1733575627,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.956,95
N/A,5,1,44,11,0,160,0,1,N/A,36555,2,0,252,icmp-echo,1733575628,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,3.173,95
N/A,5,1,44,11,0,24,0,1,N/A,299216,4,1,252,icmp-echo,1733575643,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.239,95
N/A,5,1,44,11,0,88,0,1,N/A,549805,5,0,252,icmp-echo,1733575643,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.024,95
N/A,5,1,44,11,0,164,0,1,N/A,800169,6,0,252,icmp-echo,1733575643,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.23,95
N/A,5,1,44,11,0,265,0,1,N/A,50744,7,0,252,icmp-echo,1733575644,2024-12-07 09:47:03,130.104.228.159,10.50.3.10,4,191.112.0.1,N/A,2,3,192.168.1.27,2,2,4.093,95
46370,5,1,44,11,0,903,0,1,N/A,481172,33435,0,254,udp-dport,1733577167,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,5.01,95
46370,5,1,44,11,0,910,0,1,N/A,731574,33436,0,254,udp-dport,1733577167,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.748,95
46370,5,1,44,11,0,921,0,1,N/A,981630,33437,0,254,udp-dport,1733577167,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,11.326,95
46370,5,1,44,11,0,932,0,1,N/A,232131,33438,0,254,udp-dport,1733577168,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,3.836,95
46370,5,1,44,11,0,946,0,1,N/A,482333,33439,0,254,udp-dport,1733577168,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.247,95
46370,5,1,44,11,0,954,0,1,N/A,733025,33440,0,254,udp-dport,1733577168,2024-12-07 10:12:47,80.77.4.60,191.112.0.1,2,192.168.1.1,33435,2,3,192.168.1.27,2,2,4.174,95
46370,5,1,44,11,0,84,0,1,N/A,491743,33438,0,253,udp-dport,1733577179,2024-12-07 10:12:47,80.77.4.60,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,24.988,95
46370,5,1,44,11,0,561,0,1,N/A,742147,33439,0,253,udp-dport,1733577179,2024-12-07 10:12:47,80.77.4.60,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.956,95
46370,5,1,44,11,0,614,0,1,N/A,243031,33441,0,253,udp-dport,1733577180,2024-12-07 10:12:47,80.77.4.60,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.601,95
46370,5,1,44,11,0,619,0,1,N/A,3289,33445,0,253,udp-dport,1733577191,2024-12-07 10:12:47,80.77.4.60,10.50.3.9,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.285,95
46370,5,1,44,11,0,614,0,1,N/A,983625,33435,0,253,udp-dport,1733577168,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.966,95
46370,5,1,44,11,0,28,0,1,N/A,240834,33437,0,253,udp-dport,1733577179,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.541,95
46370,5,1,44,11,0,212,0,1,N/A,992497,33440,0,253,udp-dport,1733577179,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.16,95
46370,5,1,44,11,0,41,0,1,N/A,502141,33443,0,253,udp-dport,1733577190,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,3.204,95
46370,5,1,44,11,0,88,0,1,N/A,752761,33444,0,253,udp-dport,1733577190,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,4.142,95
46370,5,1,44,11,0,48,0,1,N/A,254019,33446,0,253,udp-dport,1733577191,2024-12-07 10:12:47,80.77.4.60,10.50.3.21,3,191.112.0.1,33435,2,3,192.168.1.27,2,2,13.572,95
37654,5,1,40,11,0,916,0,1,N/A,17261,37654,0,254,tcp-ack-sport,1733576461,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.381,95
37654,5,1,40,11,0,923,0,1,N/A,268036,37655,0,254,tcp-ack-sport,1733576461,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.672,95
37654,5,1,40,11,0,931,0,1,N/A,518430,37656,0,254,tcp-ack-sport,1733576461,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.399,95
37654,5,1,40,11,0,938,0,1,N/A,769150,37657,0,254,tcp-ack-sport,1733576461,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.603,95
37654,5,1,40,11,0,948,0,1,N/A,19921,37658,0,254,tcp-ack-sport,1733576462,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.887,95
37654,5,1,40,11,0,953,0,1,N/A,270093,37659,0,254,tcp-ack-sport,1733576462,2024-12-07 10:01:00,185.131.204.20,191.112.0.1,2,192.168.1.1,33435,5,3,192.168.1.27,6,2,4.216,95
37654,5,1,40,11,0,244,0,2,N/A,771376,37655,0,253,tcp-ack-sport,1733576462,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,3.388,95
37654,5,1,40,11,0,315,0,2,N/A,21473,37656,0,253,tcp-ack-sport,1733576463,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,3.834,95
37654,5,1,40,11,0,370,0,2,N/A,271663,37657,0,253,tcp-ack-sport,1733576463,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.182,95
37654,5,1,40,11,0,415,0,2,N/A,522679,37658,0,253,tcp-ack-sport,1733576463,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.267,95
37654,5,1,40,11,0,468,0,2,N/A,773399,37659,0,253,tcp-ack-sport,1733576463,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,3.507,95
37654,5,1,40,11,0,856,0,2,N/A,525496,37662,0,253,tcp-ack-sport,1733576464,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,3.81,95
37654,5,1,40,11,0,805,0,2,N/A,276687,37655,0,253,tcp-ack-sport,1733576465,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.29,95
37654,5,1,40,11,0,871,0,2,N/A,527661,37655,0,253,tcp-ack-sport,1733576465,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.22,95
37654,5,1,40,11,0,941,0,2,N/A,778271,37655,0,253,tcp-ack-sport,1733576465,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.164,95
37654,5,1,40,11,0,997,0,2,N/A,29320,37655,0,253,tcp-ack-sport,1733576466,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.833,95
37654,5,1,40,11,0,28,0,2,N/A,279519,37655,0,253,tcp-ack-sport,1733576466,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.475,95
37654,5,1,40,11,0,89,0,2,N/A,530546,37655,0,253,tcp-ack-sport,1733576466,2024-12-07 10:01:00,185.131.204.20,10.50.3.9,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.684,95
37654,5,1,40,11,0,173,0,2,N/A,520822,37654,0,253,tcp-ack-sport,1733576462,2024-12-07 10:01:00,185.131.204.20,10.50.3.21,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.12,95
37654,5,1,40,11,0,878,0,2,N/A,24091,37660,0,253,tcp-ack-sport,1733576464,2024-12-07 10:01:00,185.131.204.20,10.50.3.21,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.344,95
37654,5,1,40,11,0,964,0,2,N/A,274458,37661,0,253,tcp-ack-sport,1733576464,2024-12-07 10:01:00,185.131.204.20,10.50.3.21,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.871,95
37654,5,1,40,11,0,898,0,2,N/A,775664,37663,0,253,tcp-ack-sport,1733576464,2024-12-07 10:01:00,185.131.204.20,10.50.3.21,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.861,95
37654,5,1,40,11,0,746,0,2,N/A,26627,37664,0,253,tcp-ack-sport,1733576465,2024-12-07 10:01:00,185.131.204.20,10.50.3.21,3,191.112.0.1,33435,5,3,192.168.1.27,6,2,4.683,95
37654,5,1,40,11,0,656,0,2,N/A,32494,37660,0,252,tcp-ack-sport,1733576467,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,3.73,95
37654,5,1,40,11,0,695,0,2,N/A,282534,37661,0,252,tcp-ack-sport,1733576467,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.588,95
37654,5,1,40,11,0,737,0,2,N/A,532753,37663,0,252,tcp-ack-sport,1733576467,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.426,95
37654,5,1,40,11,0,32,0,2,N/A,783542,37664,0,252,tcp-ack-sport,1733576467,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.248,95
37654,5,1,40,11,0,195,0,2,N/A,286374,37668,0,252,tcp-ack-sport,1733576469,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.336,95
37654,5,1,40,11,0,316,0,2,N/A,787550,37669,0,252,tcp-ack-sport,1733576469,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.211,95
37654,5,1,40,11,0,690,0,2,N/A,288277,37670,0,252,tcp-ack-sport,1733576470,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.591,95
37654,5,1,40,11,0,595,0,2,N/A,789064,37671,0,252,tcp-ack-sport,1733576470,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.645,95
37654,5,1,40,11,0,724,0,2,N/A,290066,37672,0,252,tcp-ack-sport,1733576471,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.83,95
37654,5,1,40,11,0,778,0,2,N/A,541073,37660,0,252,tcp-ack-sport,1733576471,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,2.145,95
37654,5,1,40,11,0,857,0,2,N/A,791134,37660,0,252,tcp-ack-sport,1733576471,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.653,95
37654,5,1,40,11,0,933,0,2,N/A,41235,37660,0,252,tcp-ack-sport,1733576472,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.454,95
37654,5,1,40,11,0,988,0,2,N/A,292231,37660,0,252,tcp-ack-sport,1733576472,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.553,95
37654,5,1,40,11,0,32,0,2,N/A,542421,37660,0,252,tcp-ack-sport,1733576472,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.258,95
37654,5,1,40,11,0,106,0,2,N/A,793045,37660,0,252,tcp-ack-sport,1733576472,2024-12-07 10:01:00,185.131.204.20,10.50.3.10,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.56,95
37654,5,1,40,11,0,0,0,2,N/A,781611,37654,0,252,tcp-ack-sport,1733576466,2024-12-07 10:01:00,185.131.204.20,10.50.3.22,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,5.05,95
37654,5,1,40,11,0,0,0,2,N/A,785428,37667,0,252,tcp-ack-sport,1733576468,2024-12-07 10:01:00,185.131.204.20,10.50.3.22,4,10.50.3.21,33435,5,3,192.168.1.27,6,2,4.572,95
N/A,5,1,44,11,0,114,0,1,N/A,642365,1,0,254,icmp-echo,1733577265,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,5.776,95
N/A,5,1,44,11,0,115,0,1,N/A,892439,2,0,254,icmp-echo,1733577265,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,4.12,95
N/A,5,1,44,11,0,126,0,1,N/A,142915,3,0,254,icmp-echo,1733577266,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,7.86,95
N/A,5,1,44,11,0,130,0,1,N/A,393098,4,0,254,icmp-echo,1733577266,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,4.718,95
N/A,5,1,44,11,0,134,0,1,N/A,644129,5,0,254,icmp-echo,1733577266,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,4.443,95
N/A,5,1,44,11,0,137,0,1,N/A,894946,6,0,254,icmp-echo,1733577266,2024-12-07 10:14:25,80.77.4.60,191.112.0.1,2,192.168.1.1,N/A,3,3,192.168.1.27,3,2,4.09,95
N/A,5,1,44,11,0,124,0,1,N/A,647402,3,0,253,icmp-echo,1733577267,2024-12-07 10:14:25,80.77.4.60,10.50.3.9,3,191.112.0.1,N/A,3,3,192.168.1.27,3,2,3.113,95
N/A,5,1,44,11,0,165,0,1,N/A,897884,4,0,253,icmp-echo,1733577267,2024-12-07 10:14:25,80.77.4.60,10.50.3.9,3,191.112.0.1,N/A,3,3,192.168.1.27,3,2,2.347,95
N/A,5,1,44,11,0,421,0,1,N/A,900474,8,0,253,icmp-echo,1733577268,2024-12-07 10:14:25,80.77.4.60,10.50.3.9,3,191.112.0.1,N/A,3,3,192.168.1.27,3,2,29.783,95
N/A,5,1,44,11,0,514,0,1,N/A,400942,10,0,253,icmp-echo,1733577269,2024-12-07 10:14:25,80.77.4.60,10.50.3.9,3,191.112.0.1,N/A,3,3,192.168.1.27,3,2,2.637,95
N/A,5,1,44,11,0,24,0,1,N/A,145416,1,0,253,icmp-echo,1733577267,2024-12-07 10:14:25,80.77.4.60,10.50.3.21,3,191.112.0.1,N/A,3,3,192.168.1.27,3,2,4.673,95
